Year, Week, [-3.750892162323 -73.2434844970703], [-3.750892162323 -73.2934875488281], [-3.70089221000671 -73.2434844970703], [-3.80089211463928 -73.2434844970703]
1987, 43, 2.911429e-01, 2.162571e-01, 1.959714e-01, 1.530571e-01
1987, 44, 3.179667e-01, 3.473000e-01, 2.860000e-01, 2.984167e-01
1987, 45, 2.245714e-01, 2.020000e-01, 1.719143e-01, 2.293143e-01
1987, 46, 3.038600e-01, 2.875800e-01, 2.199400e-01, 2.982600e-01
1987, 47, 2.617429e-01, 1.997000e-01, 1.511286e-01, 2.062000e-01
1987, 48, 2.460167e-01, 2.217833e-01, 3.099600e-01, 2.860857e-01
1987, 49, 3.030000e-01, 2.123667e-01, 3.651667e-01, 2.273400e-01
1987, 50, 2.203667e-01, 1.915429e-01, 2.242000e-01, 1.783857e-01
1987, 51, 2.469500e-01, 2.427000e-01, 1.536833e-01, 2.557333e-01
1987, 52, 1.388125e-01, 1.489250e-01, 1.405875e-01, 1.746500e-01
1988, 1, 2.259143e-01, 2.300714e-01, 2.274667e-01, 2.596000e-01
1988, 2, 1.787286e-01, 2.031143e-01, 1.541714e-01, 2.299143e-01
1988, 3, 3.166000e-01, 3.345143e-01, 2.659143e-01, 3.235143e-01
1988, 4, 1.890400e-01, 1.241167e-01, 1.109000e-01, 2.081500e-01
1988, 5, 2.953857e-01, 2.905429e-01, 3.138000e-01, 2.665429e-01
1988, 6, 1.837667e-01, 2.251429e-01, 1.914667e-01, 2.194000e-01
1988, 7, 4.328833e-01, 3.228500e-01, 2.804000e-01, 3.014333e-01
1988, 8, 2.137857e-01, 1.994143e-01, 2.306000e-01, 2.609286e-01
1988, 9, 1.978167e-01, 1.421333e-01, 2.368600e-01, 2.003500e-01
1988, 10, 1.566000e-01, 1.342000e-01, 1.945571e-01, 2.359429e-01
1988, 11, 1.797143e-01, 1.469571e-01, 2.261571e-01, 1.607571e-01
1988, 12, 1.778000e-01, 1.351000e-01, 9.640000e-02, 1.926714e-01
1988, 13, 1.506571e-01, 1.547286e-01, 9.534286e-02, 1.861714e-01
1988, 14, 2.626571e-01, 2.923286e-01, 2.438143e-01, 2.828429e-01
1988, 15, 2.078857e-01, 2.777000e-01, 1.499857e-01, 1.974571e-01
1988, 16, 2.500571e-01, 2.235000e-01, 2.543333e-01, 2.257000e-01
1988, 17, 2.017833e-01, 9.733333e-02, 2.118000e-01, 1.539667e-01
1988, 18, 8.092857e-02, 7.538571e-02, 7.910000e-02, 1.022143e-01
1988, 19, 1.459000e-01, 1.920286e-01, 1.725000e-01, 1.834571e-01
1988, 20, 2.427833e-01, 1.469333e-01, 2.034333e-01, 2.855200e-01
1988, 21, 3.349500e-01, 2.825333e-01, 1.489143e-01, 3.038500e-01
1988, 22, 2.094571e-01, 1.401000e-01, 2.065000e-01, 1.858429e-01
1988, 23, 1.376286e-01, 8.910000e-02, 7.671429e-02, 1.917571e-01
1988, 24, 2.988000e-01, 2.670286e-01, 2.415429e-01, 3.265857e-01
1988, 25, 1.513000e-01, 1.352833e-01, 5.747143e-02, 1.510333e-01
1988, 26, 1.732000e-01, 1.922571e-01, 2.177429e-01, 1.942143e-01
1988, 27, 3.195714e-01, 3.070571e-01, 3.320571e-01, 3.376714e-01
1988, 28, 1.196000e-01, 1.267571e-01, 1.073286e-01, 2.042857e-01
1988, 29, 2.541167e-01, 1.881667e-01, 1.625000e-01, 2.059000e-01
1988, 30, 3.036857e-01, 3.032571e-01, 2.645143e-01, 3.272143e-01
1988, 31, 3.533857e-01, 3.070286e-01, 1.803571e-01, 3.024571e-01
1988, 32, 3.171857e-01, 3.326857e-01, 2.473571e-01, 2.952286e-01
1988, 33, 2.867000e-01, 1.839600e-01, 2.783800e-01, 2.626800e-01
1988, 34, 1.409857e-01, 1.455167e-01, 1.537667e-01, 1.713143e-01
1988, 35, 2.197800e-01, 2.374200e-01, 2.065400e-01, 1.189000e-01
1988, 36, 1.569286e-01, 2.054000e-01, 1.247000e-01, 1.164714e-01
1988, 37, 3.444250e-01, 4.274250e-01, 3.731000e-01, 4.892250e-01
1988, 38, 2.294167e-01, 1.823333e-01, 2.016500e-01, 2.378800e-01
1988, 39, 1.458571e-01, 1.908429e-01, 1.711143e-01, 1.466000e-01
1988, 40, 3.145833e-01, 2.448000e-01, 2.271429e-01, 2.898714e-01
1988, 41, 2.706333e-01, 2.941833e-01, 2.827333e-01, 2.910833e-01
1988, 42, 3.220833e-01, 3.635833e-01, 2.479429e-01, 3.531333e-01
1988, 43, 2.036000e-01, 1.676667e-01, 1.947500e-01, 3.167857e-01
1988, 44, 2.067333e-01, 1.390167e-01, 1.094333e-01, 2.019333e-01
1988, 45, 2.793857e-01, 2.367000e-01, 1.784857e-01, 2.308714e-01
1988, 46, 7.861667e-02, 3.295000e-02, 5.280000e-03, 1.054000e-01
1988, 47, 3.613333e-02, -1.116667e-03, -4.911667e-02, 2.453333e-02
1988, 48, 5.957143e-02, 5.760000e-02, -3.285714e-04, 3.182857e-02
1988, 49, 7.158571e-02, 1.940000e-02, -1.130000e-02, 6.918571e-02
1988, 50, 7.042857e-02, -8.057143e-03, 1.201667e-02, 2.914286e-03
1988, 51, 2.260857e-01, 1.067286e-01, 6.842857e-02, 2.020000e-01
1988, 52, 1.426125e-01, 1.173375e-01, 1.198750e-02, 9.872500e-02
1989, 1, 1.284571e-01, 6.148571e-02, 5.740000e-02, 8.904286e-02
1989, 2, 9.137143e-02, 6.845714e-02, 5.371667e-02, 6.588571e-02
1989, 3, 2.389000e-01, 1.579500e-01, 1.298667e-01, 1.537000e-01
1989, 4, 1.518714e-01, 1.773286e-01, 6.294286e-02, 1.938143e-01
1989, 5, 1.057857e-01, 1.450714e-01, 1.294000e-01, 7.777143e-02
1989, 6, 2.997286e-01, 2.498571e-01, 1.549286e-01, 2.287857e-01
1989, 7, 3.137667e-01, 2.342857e-01, 1.006500e-01, 2.018286e-01
1989, 8, 2.869000e-01, 3.304714e-01, 1.768429e-01, 2.858286e-01
1989, 9, 3.584500e-01, 3.192667e-01, 1.913600e-01, 2.251667e-01
1989, 10, 3.150833e-01, 2.467000e-01, 1.100800e-01, 2.494571e-01
1989, 11, 2.265000e-01, 2.597429e-01, 1.859500e-01, 1.522143e-01
1989, 12, 2.139571e-01, 1.833714e-01, 1.700714e-01, 1.823286e-01
1989, 13, 2.632429e-01, 2.038857e-01, 1.140333e-01, 2.424286e-01
1989, 14, 1.151000e-01, 1.143667e-01, 8.743333e-02, 1.230167e-01
1989, 15, 3.003571e-01, 2.295429e-01, 1.926000e-01, 3.047000e-01
1989, 16, 3.217429e-01, 3.161857e-01, 1.151714e-01, 2.733429e-01
1989, 17, 2.039429e-01, 1.994571e-01, 2.035571e-01, 1.860857e-01
1989, 18, 2.587667e-01, 2.030429e-01, 1.866833e-01, 2.046000e-01
1989, 19, 9.718571e-02, 1.158143e-01, 6.101429e-02, 1.102333e-01
1989, 20, 3.797143e-01, 4.290857e-01, 2.810000e-01, 3.177429e-01
1989, 21, 2.941000e-01, 2.706167e-01, 1.056571e-01, 2.039000e-01
1989, 22, 2.250714e-01, 2.127000e-01, 1.159167e-01, 2.445714e-01
1989, 23, 3.222000e-01, 3.092000e-01, 1.642286e-01, 2.903286e-01
1989, 24, 2.519429e-01, 2.090143e-01, 1.285571e-01, 2.014000e-01
1989, 25, 1.408429e-01, 1.464000e-01, 9.167143e-02, 1.396571e-01
1989, 26, 1.673429e-01, 2.285429e-01, 1.284429e-01, 1.989857e-01
1989, 27, 3.148571e-01, 3.161429e-01, 1.996714e-01, 3.305286e-01
1989, 28, 2.584857e-01, 2.933857e-01, 1.403500e-01, 3.261167e-01
1989, 29, 3.342714e-01, 3.502571e-01, 1.873714e-01, 3.244571e-01
1989, 30, 2.777143e-01, 2.923000e-01, 2.103714e-01, 2.241857e-01
1989, 31, 3.899167e-01, 2.740286e-01, 1.609167e-01, 3.513429e-01
1989, 32, 2.199000e-01, 2.032500e-01, 1.260000e-01, 1.863571e-01
1989, 33, 3.103429e-01, 2.761286e-01, 1.498714e-01, 2.448000e-01
1989, 34, 4.453571e-01, 4.137571e-01, 2.941429e-01, 3.960714e-01
1989, 35, 3.337000e-01, 2.736286e-01, 2.207000e-01, 1.989143e-01
1989, 36, 2.419571e-01, 2.596429e-01, 1.967143e-01, 2.635571e-01
1989, 37, 3.528143e-01, 3.304143e-01, 2.814429e-01, 2.995571e-01
1989, 38, 3.748143e-01, 3.839429e-01, 2.711571e-01, 3.068714e-01
1989, 39, 2.187000e-01, 1.923000e-01, 1.200857e-01, 1.807571e-01
1989, 40, 2.080714e-01, 1.710857e-01, 1.994000e-01, 2.420714e-01
1989, 41, 4.303286e-01, 3.695286e-01, 2.797571e-01, 3.278143e-01
1989, 42, 4.322857e-01, 3.466286e-01, 3.336167e-01, 3.010429e-01
1989, 43, 3.178333e-01, 2.741429e-01, 2.043714e-01, 1.941143e-01
1989, 44, 2.339500e-01, 3.021714e-01, 2.023286e-01, 2.046143e-01
1989, 45, 3.108000e-01, 2.827714e-01, 1.763286e-01, 2.612571e-01
1989, 46, 2.281000e-01, 1.654571e-01, 1.455000e-01, 2.368429e-01
1989, 47, 3.411286e-01, 3.549286e-01, 1.986000e-01, 2.174143e-01
1989, 48, 3.294286e-01, 3.073286e-01, 2.631857e-01, 3.379143e-01
1989, 49, 2.514167e-01, 2.148000e-01, 1.938286e-01, 2.477667e-01
1989, 50, 2.692286e-01, 2.648857e-01, 1.741571e-01, 2.570429e-01
1989, 51, 2.601000e-01, 1.805571e-01, 1.606167e-01, 2.156286e-01
1989, 52, 3.143000e-01, 3.603556e-01, 2.637250e-01, 3.959222e-01
1990, 1, 1.693000e-01, 2.180000e-01, 2.676400e-01, 1.622143e-01
1990, 2, 4.222333e-01, 4.088667e-01, 2.479667e-01, 2.901429e-01
1990, 3, 2.235000e-01, 2.087429e-01, 1.792143e-01, 2.309286e-01
1990, 4, 2.258571e-01, 1.990000e-01, 1.565000e-01, 2.384143e-01
1990, 5, 1.048571e-01, 1.093000e-01, 1.009714e-01, 8.470000e-02
1990, 6, 3.710000e-01, 3.064333e-01, 1.765800e-01, 2.589667e-01
1990, 7, 2.190286e-01, 2.022571e-01, 1.513286e-01, 2.642286e-01
1990, 8, 2.005000e-01, 2.541286e-01, 1.369714e-01, 2.187857e-01
1990, 9, 1.966600e-01, 1.743600e-01, 1.326400e-01, 1.616200e-01
1990, 10, 3.058429e-01, 3.269286e-01, 1.537667e-01, 3.135857e-01
1990, 11, 1.664429e-01, 1.433286e-01, 1.553714e-01, 2.101429e-01
1990, 12, 3.838667e-01, 3.109286e-01, 1.535714e-01, 2.070857e-01
1990, 13, 3.263714e-01, 2.484429e-01, 1.464429e-01, 2.142714e-01
1990, 14, 2.805143e-01, 2.687143e-01, 1.443286e-01, 2.782571e-01
1990, 15, 2.533000e-01, 2.252000e-01, 1.446429e-01, 2.585167e-01
1990, 16, 2.783714e-01, 2.207143e-01, 1.780714e-01, 2.518429e-01
1990, 17, 2.688429e-01, 2.920857e-01, 2.307143e-01, 2.243571e-01
1990, 18, 2.934857e-01, 2.874857e-01, 2.507714e-01, 2.360286e-01
1990, 19, 3.489833e-01, 3.030167e-01, 2.057800e-01, 2.607333e-01
1990, 20, 2.247000e-01, 1.783571e-01, 9.872857e-02, 1.464714e-01
1990, 21, 2.298833e-01, 2.386000e-01, 1.955429e-01, 2.413714e-01
1990, 22, 4.043833e-01, 3.557667e-01, 2.268000e-01, 4.198500e-01
1990, 23, 2.627000e-01, 2.228000e-01, 1.593429e-01, 1.929286e-01
1990, 24, 1.905143e-01, 2.031000e-01, 1.397286e-01, 2.101667e-01
1990, 25, 2.366286e-01, 1.731429e-01, 1.597571e-01, 2.476571e-01
1990, 26, 2.772857e-01, 2.230000e-01, 1.464143e-01, 2.086571e-01
1990, 27, 2.595857e-01, 2.705857e-01, 1.752571e-01, 1.907429e-01
1990, 28, 3.173143e-01, 3.348000e-01, 2.081714e-01, 2.914000e-01
1990, 29, 3.540143e-01, 3.722429e-01, 2.025143e-01, 3.375857e-01
1990, 30, 2.405000e-01, 1.688143e-01, 1.315714e-01, 1.837286e-01
1990, 31, 3.891000e-01, 3.159857e-01, 3.066000e-01, 3.472286e-01
1990, 32, 2.283714e-01, 2.072429e-01, 1.233714e-01, 1.712857e-01
1990, 33, 1.939667e-01, 2.592714e-01, 1.961143e-01, 1.639429e-01
1990, 34, 3.195167e-01, 2.647857e-01, 1.709429e-01, 2.526571e-01
1990, 35, 4.519857e-01, 3.550429e-01, 2.171571e-01, 3.177286e-01
1990, 36, 4.118143e-01, 4.225857e-01, 2.810000e-01, 4.294143e-01
1990, 37, 3.014000e-01, 2.255857e-01, 2.161143e-01, 2.033571e-01
1990, 38, 3.656571e-01, 3.868429e-01, 2.369714e-01, 3.163000e-01
1990, 39, 4.524857e-01, 3.897429e-01, 3.388714e-01, 4.066143e-01
1990, 40, 2.515857e-01, 2.605429e-01, 2.482333e-01, 2.264571e-01
1990, 41, 2.136167e-01, 2.006667e-01, 2.193500e-01, 2.054333e-01
1990, 42, 2.401571e-01, 1.957143e-01, 2.390143e-01, 2.298286e-01
1990, 43, 3.731000e-01, 3.998571e-01, 3.164714e-01, 3.640714e-01
1990, 44, 3.091714e-01, 3.004571e-01, 2.705571e-01, 2.556571e-01
1990, 45, 2.771667e-01, 1.860667e-01, 1.445000e-01, 2.564667e-01
1990, 46, 2.946143e-01, 2.153857e-01, 2.049714e-01, 2.307714e-01
1990, 47, 2.160833e-01, 2.196000e-01, 2.038167e-01, 1.913500e-01
1990, 48, 3.702143e-01, 3.440143e-01, 2.357429e-01, 3.389000e-01
1990, 49, 2.619571e-01, 2.576143e-01, 2.502167e-01, 2.913286e-01
1990, 50, 1.932143e-01, 2.163000e-01, 1.676857e-01, 2.130143e-01
1990, 51, 2.034857e-01, 1.864429e-01, 2.294714e-01, 2.808714e-01
1990, 52, 2.579222e-01, 2.442111e-01, 1.672556e-01, 2.221000e-01
1991, 1, 3.612429e-01, 2.687143e-01, 2.131000e-01, 2.812429e-01
1991, 2, 2.645143e-01, 2.251571e-01, 2.069429e-01, 3.500000e-01
1991, 3, 3.357429e-01, 3.262714e-01, 2.275286e-01, 3.252571e-01
1991, 4, 2.779286e-01, 2.986143e-01, 1.467000e-01, 2.229857e-01
1991, 5, 3.686143e-01, 4.037000e-01, 2.074000e-01, 2.874000e-01
1991, 6, 2.443143e-01, 3.266571e-01, 2.156143e-01, 2.485000e-01
1991, 7, 2.465333e-01, 2.339714e-01, 2.210714e-01, 3.026286e-01
1991, 8, 2.105600e-01, 2.556429e-01, 2.247333e-01, 2.151571e-01
1991, 9, 2.374833e-01, 2.708333e-01, 1.955167e-01, 1.684000e-01
1991, 10, 3.042857e-01, 2.617714e-01, 1.367000e-01, 2.799000e-01
1991, 11, 2.502857e-01, 2.655571e-01, 2.530333e-01, 2.791714e-01
1991, 12, 2.905143e-01, 2.116429e-01, 1.439857e-01, 2.160000e-01
1991, 13, 2.687429e-01, 2.445571e-01, 2.035286e-01, 1.901286e-01
1991, 14, 4.015429e-01, 3.912714e-01, 2.295286e-01, 3.260571e-01
1991, 15, 3.346429e-01, 3.189143e-01, 1.979000e-01, 3.325714e-01
1991, 16, 3.799000e-01, 3.477286e-01, 2.448857e-01, 3.145429e-01
1991, 17, 2.533571e-01, 2.431857e-01, 3.008286e-01, 2.836714e-01
1991, 18, 1.995833e-01, 2.216167e-01, 1.230857e-01, 2.372571e-01
1991, 19, 2.035714e-01, 2.305000e-01, 1.903000e-01, 1.806143e-01
1991, 20, 3.127714e-01, 2.740286e-01, 1.853500e-01, 3.022500e-01
1991, 21, 3.582500e-01, 3.781333e-01, 3.180667e-01, 3.159667e-01
1991, 22, 2.246571e-01, 2.401857e-01, 1.898000e-01, 2.572143e-01
1991, 23, 3.098571e-01, 2.813571e-01, 1.711000e-01, 3.015857e-01
1991, 24, 2.008000e-01, 2.171857e-01, 1.133857e-01, 1.655143e-01
1991, 25, 3.168429e-01, 3.307000e-01, 1.931429e-01, 3.585143e-01
1991, 26, 1.989286e-01, 2.074000e-01, 1.058571e-01, 1.834000e-01
1991, 27, 2.945286e-01, 2.688143e-01, 2.053714e-01, 2.827000e-01
1991, 28, 2.215833e-01, 1.734429e-01, 1.122714e-01, 1.793571e-01
1991, 29, 1.584571e-01, 1.828286e-01, 1.361429e-01, 2.239000e-01
1991, 30, 2.765714e-01, 2.263286e-01, 1.903571e-01, 2.543000e-01
1991, 31, 2.718286e-01, 2.458857e-01, 1.525429e-01, 2.259714e-01
1991, 32, 2.016167e-01, 1.651571e-01, 2.025200e-01, 1.838143e-01
1991, 33, 9.261667e-02, 8.760000e-02, 9.515000e-02, 8.885714e-02
1991, 34, 2.007857e-01, 1.970286e-01, 1.582167e-01, 1.578000e-01
1991, 35, 2.819143e-01, 2.192429e-01, 1.469714e-01, 1.866429e-01
1991, 36, 2.374714e-01, 2.592286e-01, 2.197833e-01, 2.481714e-01
1991, 37, 2.196429e-01, 1.847286e-01, 1.481571e-01, 1.602143e-01
1991, 38, 2.378571e-01, 2.069857e-01, 2.111714e-01, 2.231571e-01
1991, 39, 1.561143e-01, 1.783286e-01, 1.300857e-01, 1.666429e-01
1991, 40, 2.900167e-01, 2.955800e-01, 2.455500e-01, 1.938143e-01
1991, 41, 2.542857e-01, 2.205571e-01, 2.132143e-01, 2.005000e-01
1991, 42, 2.467714e-01, 2.633833e-01, 2.127429e-01, 2.147833e-01
1991, 43, 1.691143e-01, 1.439714e-01, 1.454800e-01, 2.049857e-01
1991, 44, 1.712429e-01, 1.557000e-01, 1.501000e-01, 1.917571e-01
1991, 45, 1.816667e-01, 2.053833e-01, 1.679000e-01, 1.692833e-01
1991, 46, 2.199286e-01, 2.367000e-01, 1.369667e-01, 2.021143e-01
1991, 47, 3.756857e-01, 3.697429e-01, 2.897000e-01, 3.064143e-01
1991, 48, 2.611000e-01, 2.650143e-01, 1.645857e-01, 2.456857e-01
1991, 49, 2.352286e-01, 1.915857e-01, 1.523143e-01, 1.786429e-01
1991, 50, 1.432714e-01, 1.253286e-01, 1.564167e-01, 1.570143e-01
1991, 51, 2.625143e-01, 2.509500e-01, 1.943286e-01, 2.978571e-01
1991, 52, 2.269222e-01, 2.222556e-01, 1.721556e-01, 2.291444e-01
1992, 1, 2.242571e-01, 2.454857e-01, 1.754429e-01, 2.362857e-01
1992, 2, 4.025167e-01, 3.146833e-01, 2.207667e-01, 3.808833e-01
1992, 3, 2.674571e-01, 2.764833e-01, 1.974429e-01, 2.804143e-01
1992, 4, 3.391714e-01, 2.856714e-01, 2.536857e-01, 2.876714e-01
1992, 5, 2.826143e-01, 2.386857e-01, 2.322857e-01, 3.044714e-01
1992, 6, 3.348143e-01, 3.122143e-01, 2.480000e-01, 2.805286e-01
1992, 7, 1.556143e-01, 1.659857e-01, 1.408400e-01, 1.584286e-01
1992, 8, 2.329857e-01, 2.292571e-01, 1.952571e-01, 1.932429e-01
1992, 9, 1.882429e-01, 2.093857e-01, 1.561571e-01, 2.073167e-01
1992, 10, 1.105143e-01, 1.347571e-01, 1.233143e-01, 1.364571e-01
1992, 11, 1.674429e-01, 1.572571e-01, 1.376714e-01, 1.713571e-01
1992, 12, 2.591286e-01, 2.036714e-01, 1.590571e-01, 1.861857e-01
1992, 13, 2.688167e-01, 2.431500e-01, 1.346857e-01, 2.162857e-01
1992, 14, 2.377143e-01, 2.214500e-01, 1.947500e-01, 2.627000e-01
1992, 15, 2.097429e-01, 2.145143e-01, 1.693714e-01, 2.706143e-01
1992, 16, 2.698286e-01, 2.404714e-01, 2.044667e-01, 2.655857e-01
1992, 17, 2.941714e-01, 3.104571e-01, 1.748143e-01, 2.628143e-01
1992, 18, 3.964000e-01, 3.982286e-01, 2.342714e-01, 3.118571e-01
1992, 19, 3.777714e-01, 3.496857e-01, 2.602857e-01, 3.417000e-01
1992, 20, 1.926000e-01, 1.799143e-01, 1.260571e-01, 1.887571e-01
1992, 21, 3.089333e-01, 2.384571e-01, 1.565857e-01, 2.685571e-01
1992, 22, 2.293571e-01, 1.804143e-01, 1.272286e-01, 2.498000e-01
1992, 23, 3.770429e-01, 3.384714e-01, 2.734714e-01, 3.149857e-01
1992, 24, 2.519000e-01, 1.744286e-01, 2.074857e-01, 1.923429e-01
1992, 25, 2.962571e-01, 2.818429e-01, 1.445000e-01, 2.457429e-01
1992, 26, 4.117429e-01, 3.325571e-01, 2.754000e-01, 3.926857e-01
1992, 27, 3.201714e-01, 3.192429e-01, 2.661714e-01, 3.080429e-01
1992, 28, 1.977143e-01, 1.299143e-01, 1.221286e-01, 1.241000e-01
1992, 29, 1.909000e-01, 1.436714e-01, 1.215286e-01, 1.546571e-01
1992, 30, 3.598143e-01, 2.965429e-01, 1.629857e-01, 3.228571e-01
1992, 31, 2.884286e-01, 2.295143e-01, 1.885000e-01, 3.013571e-01
1992, 32, 2.990714e-01, 2.815429e-01, 2.013857e-01, 1.873714e-01
1992, 33, 2.064000e-01, 1.687286e-01, 9.558571e-02, 2.055833e-01
1992, 34, 2.466286e-01, 2.575000e-01, 1.750571e-01, 2.526286e-01
1992, 35, 2.201714e-01, 2.259000e-01, 2.275286e-01, 1.962571e-01
1992, 36, 2.547500e-01, 2.425167e-01, 1.493500e-01, 1.860333e-01
1992, 37, 4.397571e-01, 3.826429e-01, 3.506000e-01, 3.635000e-01
1992, 38, 2.427000e-01, 2.081286e-01, 1.890857e-01, 2.904143e-01
1992, 39, 2.258714e-01, 2.368429e-01, 1.409143e-01, 2.436143e-01
1992, 40, 3.642167e-01, 2.922143e-01, 2.382167e-01, 2.488000e-01
1992, 41, 3.367000e-01, 3.163857e-01, 1.863143e-01, 2.206286e-01
1992, 42, 3.811857e-01, 3.719143e-01, 2.388000e-01, 2.762714e-01
1992, 43, 2.481833e-01, 2.068167e-01, 1.434200e-01, 2.629500e-01
1992, 44, 2.529857e-01, 1.904000e-01, 1.714429e-01, 2.113571e-01
1992, 45, 3.469000e-01, 3.345714e-01, 2.110833e-01, 2.422286e-01
1992, 46, 2.596667e-01, 2.042833e-01, 1.553857e-01, 1.726333e-01
1992, 47, 2.700857e-01, 2.187857e-01, 1.922000e-01, 2.178667e-01
1992, 48, 3.236000e-01, 2.545714e-01, 1.704286e-01, 3.212571e-01
1992, 49, 3.011500e-01, 2.030833e-01, 1.746833e-01, 2.720667e-01
1992, 50, 1.521143e-01, 1.336857e-01, 1.951600e-01, 1.425143e-01
1992, 51, 3.049667e-01, 3.195167e-01, 2.345333e-01, 3.095833e-01
1992, 52, 2.434111e-01, 2.260222e-01, 1.691000e-01, 2.231444e-01
1993, 1, 1.849000e-01, 1.257857e-01, 8.820000e-02, 2.014143e-01
1993, 2, 2.566000e-01, 3.346000e-01, 2.272333e-01, 2.915167e-01
1993, 3, 1.496571e-01, 1.886429e-01, 1.456857e-01, 1.909286e-01
1993, 4, 2.574000e-01, 2.657600e-01, 1.831500e-01, 2.459400e-01
1993, 5, 3.119000e-01, 1.872000e-01, 1.354286e-01, 1.992429e-01
1993, 6, 2.080833e-01, 2.203167e-01, 1.731833e-01, 2.433000e-01
1993, 7, 2.931429e-01, 2.607714e-01, 2.156857e-01, 3.176857e-01
1993, 8, 1.682333e-01, 2.225286e-01, 1.528714e-01, 2.281143e-01
1993, 9, 3.485000e-01, 3.203600e-01, 2.543200e-01, 2.322400e-01
1993, 10, 2.016857e-01, 2.236714e-01, 1.831857e-01, 2.274714e-01
1993, 11, 3.188286e-01, 3.006000e-01, 2.576714e-01, 3.448429e-01
1993, 12, 2.216143e-01, 2.102833e-01, 1.590714e-01, 1.791857e-01
1993, 13, 4.193143e-01, 4.142714e-01, 1.707429e-01, 2.818571e-01
1993, 14, 2.748143e-01, 2.583714e-01, 1.533714e-01, 2.015286e-01
1993, 15, 2.983500e-01, 2.608143e-01, 2.341500e-01, 2.548143e-01
1993, 16, 2.628714e-01, 3.248857e-01, 1.025333e-01, 3.561571e-01
1993, 17, 4.687500e-01, 3.900143e-01, 2.279667e-01, 3.457429e-01
1993, 18, 3.129333e-01, 3.276000e-01, 2.268571e-01, 2.718286e-01
1993, 19, 2.532857e-01, 2.858571e-01, 1.429286e-01, 2.837714e-01
1993, 20, 1.938857e-01, 2.043286e-01, 1.339333e-01, 1.912286e-01
1993, 21, 2.327143e-01, 1.725000e-01, 1.539333e-01, 3.225600e-01
1993, 22, 2.840286e-01, 2.551429e-01, 1.896167e-01, 2.571143e-01
1993, 23, 4.161667e-01, 4.228667e-01, 2.632000e-01, 3.179000e-01
1993, 24, 7.333333e-02, 7.126667e-02, 4.765000e-02, 7.955714e-02
1993, 25, 1.885143e-01, 1.683143e-01, 1.293167e-01, 1.914000e-01
1993, 26, 2.489200e-01, 3.120167e-01, 2.038667e-01, 3.233857e-01
1993, 27, 3.518714e-01, 2.460143e-01, 1.866429e-01, 1.968286e-01
1993, 28, 2.064167e-01, 1.989714e-01, 1.583429e-01, 2.744000e-01
1993, 29, 3.123286e-01, 2.531857e-01, 1.837429e-01, 3.417714e-01
1993, 30, 3.188000e-01, 2.649833e-01, 2.463667e-01, 1.983667e-01
1993, 31, 1.285143e-01, 1.243571e-01, 1.042857e-01, 1.619143e-01
1993, 32, 2.402571e-01, 2.548143e-01, 1.429429e-01, 3.165143e-01
1993, 33, 1.536857e-01, 1.353857e-01, 1.446429e-01, 1.951571e-01
1993, 34, 3.155000e-01, 2.644833e-01, 1.905000e-01, 2.812000e-01
1993, 35, 3.462143e-01, 2.490286e-01, 2.335571e-01, 3.423571e-01
1993, 36, 3.611286e-01, 3.078714e-01, 1.894857e-01, 3.221143e-01
1993, 37, 2.203667e-01, 1.505286e-01, 1.313667e-01, 1.370200e-01
1993, 38, 3.403333e-01, 2.945400e-01, 2.131571e-01, 2.434571e-01
1993, 39, 2.346000e-01, 1.857143e-01, 1.998200e-01, 1.857571e-01
1993, 40, 3.367000e-01, 3.259667e-01, 1.701714e-01, 3.009857e-01
1993, 41, 3.166857e-01, 3.013167e-01, 2.044833e-01, 2.761667e-01
1993, 42, 2.858286e-01, 2.608000e-01, 2.217571e-01, 2.844857e-01
1993, 43, 4.098167e-01, 4.060500e-01, 2.668833e-01, 3.624000e-01
1993, 44, 1.778714e-01, 1.681143e-01, 9.224000e-02, 2.097143e-01
1993, 45, 2.913286e-01, 2.255429e-01, 1.455571e-01, 3.715000e-01
1993, 46, 3.315333e-01, 2.618000e-01, 1.382000e-01, 3.146667e-01
1993, 47, 2.770000e-01, 2.704167e-01, 8.768333e-02, 2.386167e-01
1993, 48, 2.565167e-01, 1.979000e-01, 1.370000e-01, 2.390857e-01
1993, 49, 2.894429e-01, 2.442714e-01, 1.765000e-01, 2.420857e-01
1993, 50, 3.442286e-01, 3.060000e-01, 2.688714e-01, 3.184571e-01
1993, 51, 2.400500e-01, 2.277571e-01, 1.271833e-01, 2.566286e-01
1993, 52, 2.855222e-01, 2.491889e-01, 1.986444e-01, 3.341000e-01
1994, 1, 3.326500e-01, 2.600167e-01, 1.787667e-01, 2.609000e-01
1994, 2, 2.963000e-01, 2.566000e-01, 1.556000e-01, 2.761167e-01
1994, 3, 2.674571e-01, 1.715571e-01, 1.680429e-01, 1.546857e-01
1994, 4, 2.158833e-01, 1.834000e-01, 1.633714e-01, 1.792833e-01
1994, 5, 3.296000e-01, 2.897500e-01, 1.789167e-01, 2.673286e-01
1994, 6, 3.141500e-01, 2.840167e-01, 1.885667e-01, 2.440000e-01
1994, 7, 2.673286e-01, 2.442833e-01, 1.933714e-01, 3.001286e-01
1994, 8, 3.514000e-01, 2.348714e-01, 2.008429e-01, 2.359857e-01
1994, 9, 2.783000e-01, 2.218250e-01, 1.372800e-01, 1.230500e-01
