Year, Week, [18.4491119384766 -66.0930480957031], [18.4991111755371 -66.0930480957031], [18.4491119384766 -66.1430511474609], [18.4991111755371 -66.1430511474609]
1988, 1, 8.327143e-02, -1.075000e-01, 7.401429e-02, -5.373333e-02
1988, 2, 1.666571e-01, 2.096667e-02, 1.107857e-01, -2.862500e-02
1988, 3, 2.085857e-01, 1.550000e-02, 1.503571e-01, 5.666667e-04
1988, 4, 1.468429e-01, 9.750000e-02, 1.381000e-01, 2.305000e-02
1988, 5, 2.023000e-01, 4.400000e-02, 1.967286e-01, -1.119500e-01
1988, 6, 2.689000e-01, NaN, 1.614286e-01, 4.133333e-02
1988, 7, 1.901714e-01, 1.220000e-01, 1.729571e-01, 1.218000e-01
1988, 8, 1.334333e-01, -7.910000e-02, 9.053333e-02, 1.925000e-02
1988, 9, 1.363833e-01, 1.920000e-02, 1.381167e-01, 3.452500e-02
1988, 10, 2.943429e-01, -1.656000e-01, 2.359286e-01, -3.705000e-02
1988, 11, 1.635857e-01, -8.450000e-03, 1.300857e-01, 5.080000e-03
1988, 12, 1.361000e-01, 6.120000e-02, 1.074857e-01, 4.637500e-02
1988, 13, 7.154286e-02, 7.600000e-02, 6.625714e-02, 2.666667e-03
1988, 14, 1.853667e-01, 2.375000e-02, 1.258143e-01, 2.385000e-02
1988, 15, 1.186429e-01, 1.054667e-01, 9.847143e-02, 6.175000e-02
1988, 16, 7.190000e-02, -4.000000e-04, 4.422857e-02, -1.116000e-01
1988, 17, 1.466000e-01, 2.985000e-02, 1.405714e-01, 8.730000e-02
1988, 18, 3.278000e-01, -9.360000e-02, 2.336143e-01, NaN
1988, 19, 1.855833e-01, 3.430000e-02, 1.098833e-01, -2.525000e-03
1988, 20, 1.221143e-01, 5.330000e-02, 1.129000e-01, -6.430000e-02
1988, 21, 1.038571e-01, 3.060000e-02, 1.219857e-01, 2.730000e-02
1988, 22, 2.942857e-01, 3.740000e-02, 2.772286e-01, 5.390000e-02
1988, 23, 2.384143e-01, 5.550000e-03, 1.765667e-01, 1.615000e-02
1988, 24, 1.744143e-01, -4.250000e-04, 1.603833e-01, 2.172500e-02
1988, 25, 1.396833e-01, 3.085000e-02, 1.082167e-01, -7.590000e-02
1988, 26, 1.075667e-01, NaN, 9.123333e-02, 4.680000e-02
1988, 27, 1.602714e-01, NaN, 1.372714e-01, 3.690000e-02
1988, 28, 6.850000e-02, 1.739000e-01, 4.850000e-02, 9.500000e-02
1988, 29, 1.516000e-01, 1.025000e-02, 1.269143e-01, 4.410000e-02
1988, 30, 1.190286e-01, 7.400000e-02, 1.017429e-01, -5.370000e-02
1988, 31, 1.004833e-01, 5.430000e-02, 9.890000e-02, 3.180000e-02
1988, 32, 1.445333e-01, 1.022667e-01, 1.363333e-01, 4.590000e-02
1988, 33, 1.763600e-01, -7.570000e-02, 1.963600e-01, -1.664000e-01
1988, 34, 2.070429e-01, 3.035000e-02, 1.707714e-01, 2.860000e-02
1988, 35, 8.746667e-02, 4.813333e-02, 7.413333e-02, 1.015000e-01
1988, 36, 1.607429e-01, -3.400000e-02, 1.459143e-01, -3.574000e-02
1988, 37, 1.122667e-01, 1.100000e-03, 1.110000e-01, 2.995000e-02
1988, 38, 9.846000e-02, 1.291000e-01, 7.740000e-02, NaN
1988, 39, 8.644286e-02, 5.546667e-02, 8.976667e-02, 7.410000e-02
1988, 40, 9.215000e-02, -1.388000e-01, 1.165429e-01, 8.600000e-02
1988, 41, 2.623833e-01, 6.440000e-02, 1.260000e-01, 7.290000e-02
1988, 42, 2.076000e-01, 6.770000e-02, 1.269167e-01, 1.593333e-02
1988, 43, 1.494800e-01, NaN, 1.467333e-01, 8.668000e-02
1988, 44, 2.479333e-01, NaN, 1.534333e-01, 2.030000e-02
1988, 45, 7.348571e-02, -6.986667e-02, -8.014286e-03, -7.220000e-02
1988, 46, -3.481667e-02, -3.146000e-01, -5.915000e-02, -1.210000e-01
1988, 47, -8.988571e-02, NaN, -3.475714e-02, NaN
1988, 48, 8.506000e-02, NaN, 7.050000e-02, NaN
1988, 49, -1.465000e-02, -1.095750e-01, -2.937143e-02, -4.360000e-02
1988, 50, 2.571429e-03, -1.171500e-01, -2.790000e-02, -5.033333e-02
1988, 51, -2.367143e-02, -2.508000e-01, -9.715714e-02, -1.909500e-01
1988, 52, 4.742857e-03, -1.707000e-01, -8.500000e-03, -1.335400e-01
1989, 1, 3.587143e-02, -6.170000e-02, 4.525714e-02, 2.385000e-02
1989, 2, 1.322857e-01, NaN, 9.604286e-02, 1.853333e-02
1989, 3, 1.030000e-01, -6.020000e-02, 1.142167e-01, 2.630000e-02
1989, 4, 1.755833e-01, NaN, 1.392500e-01, 6.693333e-02
1989, 5, 1.788429e-01, -5.666667e-03, 2.278429e-01, 8.040000e-02
1989, 6, 1.499571e-01, 6.155000e-02, 1.762571e-01, 1.200000e-01
1989, 7, 8.821429e-02, -3.600000e-02, 7.820000e-02, 1.162000e-01
1989, 8, 1.403714e-01, 1.080000e-02, 1.518571e-01, 1.094000e-01
1989, 9, 1.895400e-01, 3.410000e-02, 1.891600e-01, 5.220000e-02
1989, 10, 8.807143e-02, NaN, 6.871429e-02, 1.553333e-02
1989, 11, 1.467714e-01, -1.950000e-02, 1.733286e-01, 9.423333e-02
1989, 12, 1.360833e-01, 5.390000e-02, 1.454000e-01, NaN
1989, 13, 1.983500e-01, 1.696667e-02, 2.092143e-01, 1.600000e-03
1989, 14, 1.309000e-01, NaN, 1.397667e-01, 2.515000e-02
1989, 15, 5.670000e-02, 4.876667e-02, 1.223714e-01, 5.846667e-02
1989, 16, 1.282167e-01, 7.540000e-02, 1.310714e-01, 8.106667e-02
1989, 17, 1.792429e-01, 6.140000e-02, 1.590429e-01, 6.140000e-02
1989, 18, 1.217143e-01, 1.200000e-03, 1.248000e-01, 5.945000e-02
1989, 19, 1.373286e-01, 4.400000e-02, 1.722429e-01, 5.660000e-02
1989, 20, 2.067333e-01, 8.756667e-02, 2.436833e-01, 1.091500e-01
1989, 21, 1.751143e-01, 1.126000e-01, 1.712857e-01, 6.870000e-02
1989, 22, 5.148571e-02, 5.010000e-02, 5.457143e-02, 5.620000e-02
1989, 23, 1.391429e-01, 7.000000e-03, 1.401571e-01, 5.180000e-02
1989, 24, 2.139143e-01, 1.830000e-01, 1.927286e-01, 1.221000e-01
1989, 25, 1.917000e-01, -1.720000e-02, 2.206429e-01, 1.070000e-02
1989, 26, 1.984857e-01, -2.360000e-02, 1.646857e-01, 5.565000e-02
1989, 27, 1.217333e-01, 1.170000e-02, 1.251833e-01, 7.354000e-02
1989, 28, 1.941143e-01, NaN, 1.659571e-01, 1.212000e-01
1989, 29, 1.721714e-01, 1.029500e-01, 1.744286e-01, 1.048000e-01
1989, 30, 1.515000e-01, NaN, 1.531714e-01, 6.670000e-02
1989, 31, 1.415500e-01, 4.750000e-02, 1.411286e-01, 2.085000e-02
1989, 32, 1.751429e-01, 7.150000e-02, 1.637286e-01, 1.477000e-01
1989, 33, 1.294000e-01, 2.623000e-01, 1.329500e-01, 2.078000e-01
1989, 34, 1.239714e-01, 8.130000e-02, 1.260000e-01, 9.096667e-02
1989, 35, 2.316333e-01, 2.189000e-01, 2.268429e-01, 1.957500e-01
1989, 36, 2.131429e-01, 1.206000e-01, 2.165571e-01, 2.086000e-01
1989, 37, 1.948857e-01, -4.400000e-03, 1.520143e-01, -3.713333e-02
1989, 38, 9.571429e-02, 6.360000e-02, 1.229143e-01, 1.814500e-01
1989, 39, 1.338833e-01, 9.615000e-02, 1.469667e-01, 1.163000e-01
1989, 40, 1.627143e-01, 1.847500e-01, 1.828571e-01, 9.560000e-02
1989, 41, 2.652500e-01, 2.611500e-01, 2.609286e-01, 1.445600e-01
1989, 42, 1.268143e-01, 1.243000e-01, 1.512286e-01, 1.430333e-01
1989, 43, 1.568714e-01, NaN, 1.197857e-01, 1.820000e-01
1989, 44, 1.658500e-01, 7.850000e-02, 1.487571e-01, 1.514000e-01
1989, 45, 1.814286e-01, 1.521500e-01, 1.476571e-01, 2.226750e-01
1989, 46, 2.538833e-01, 2.672000e-01, 1.946571e-01, 1.799333e-01
1989, 47, 2.611429e-01, 2.387000e-01, 2.223143e-01, 2.904000e-01
1989, 48, 2.738500e-01, 3.833500e-01, 3.323833e-01, 3.254000e-01
1989, 49, 2.597143e-01, 1.737000e-01, 2.600286e-01, 1.857333e-01
1989, 50, 2.608714e-01, 2.033000e-01, 1.793000e-01, 1.480667e-01
1989, 51, 2.274429e-01, 9.600000e-02, 2.027571e-01, 2.066000e-01
1989, 52, 2.154111e-01, 1.747500e-01, 2.018667e-01, 1.964200e-01
1990, 1, 2.874000e-01, 1.768667e-01, 2.092857e-01, 1.848333e-01
1990, 2, 2.811000e-01, 1.798000e-01, 2.335333e-01, 2.068500e-01
1990, 3, 1.169000e-01, 1.413000e-01, 1.373333e-01, 8.105000e-02
1990, 4, 1.275857e-01, 1.369000e-01, 1.359286e-01, 1.270333e-01
1990, 5, 2.684667e-01, 7.750000e-02, 2.554000e-01, 2.311750e-01
1990, 6, 1.718000e-01, 6.765000e-02, 1.445143e-01, 6.640000e-02
1990, 7, 2.996571e-01, 1.922000e-01, 2.395857e-01, NaN
1990, 8, 1.291714e-01, 1.586000e-01, 1.378143e-01, 9.800000e-02
1990, 9, 2.774750e-01, 3.061000e-01, 2.938500e-01, 3.037000e-01
1990, 10, 1.985000e-01, 1.316000e-01, 1.552500e-01, 1.237333e-01
1990, 11, 1.165286e-01, NaN, 1.036714e-01, 2.940000e-02
1990, 12, 2.415500e-01, 1.893000e-01, 2.173000e-01, 9.240000e-02
1990, 13, 1.853667e-01, 1.028000e-01, 1.851333e-01, 1.546000e-01
1990, 14, 2.347833e-01, 2.482500e-01, 2.102714e-01, 7.470000e-02
1990, 15, 1.995571e-01, 2.126000e-01, 1.481000e-01, 2.525000e-02
1990, 16, 1.863571e-01, 9.376667e-02, 2.333571e-01, 9.640000e-02
1990, 17, 1.598143e-01, 9.465000e-02, 1.622571e-01, 1.287600e-01
1990, 18, 1.984833e-01, 1.226000e-01, 1.776167e-01, 1.037250e-01
1990, 19, 1.623571e-01, 1.699000e-01, 1.554857e-01, 1.421750e-01
1990, 20, 1.572000e-01, 3.225000e-02, 1.708429e-01, 1.729667e-01
1990, 21, 2.275571e-01, 1.286333e-01, 2.358857e-01, 2.450667e-01
1990, 22, 2.512000e-01, 1.962000e-01, 2.473400e-01, 2.622000e-01
1990, 23, 2.543143e-01, NaN, 1.817429e-01, 1.748500e-01
1990, 24, 2.050714e-01, 1.129000e-01, 2.102714e-01, 9.280000e-02
1990, 25, 1.514714e-01, 7.250000e-02, 1.330286e-01, 7.250000e-02
1990, 26, 1.255714e-01, 1.024500e-01, 1.236000e-01, 1.461750e-01
1990, 27, 1.606833e-01, NaN, 2.025667e-01, 1.215500e-01
1990, 28, 1.919429e-01, 1.928750e-01, 1.529286e-01, 8.235000e-02
1990, 29, 3.012000e-01, 2.916000e-01, 2.806667e-01, 2.118000e-01
1990, 30, 2.269000e-01, 1.505667e-01, 2.145571e-01, 1.717000e-01
1990, 31, 3.797000e-01, NaN, 3.813571e-01, 2.471500e-01
1990, 32, 1.644429e-01, NaN, 1.388571e-01, 6.433333e-02
1990, 33, 2.069571e-01, NaN, 1.682429e-01, 1.280333e-01
1990, 34, 1.676571e-01, 1.902333e-01, 1.722857e-01, 1.688000e-01
1990, 35, 2.641714e-01, 2.529000e-01, 2.843143e-01, 3.307500e-01
1990, 36, 2.838167e-01, 2.354000e-01, 2.304429e-01, 2.000250e-01
1990, 37, 1.234000e-01, 1.279667e-01, 1.482833e-01, 4.371000e-01
1990, 38, 2.548286e-01, 1.963500e-01, 3.056857e-01, 1.824333e-01
1990, 39, 1.994429e-01, 1.161000e-01, 2.442167e-01, 2.609000e-01
1990, 40, 2.124857e-01, 2.285500e-01, 2.011857e-01, 1.897500e-01
1990, 41, 1.794667e-01, 1.711500e-01, 1.577167e-01, 6.755000e-02
1990, 42, 1.816167e-01, NaN, 1.657500e-01, 7.020000e-02
1990, 43, 1.288286e-01, 1.462000e-01, 1.239286e-01, 8.975000e-02
1990, 44, 3.180000e-01, 2.522500e-01, 2.959000e-01, 1.834333e-01
1990, 45, 1.783286e-01, 1.526000e-01, 1.866286e-01, 1.817750e-01
1990, 46, 1.803857e-01, 2.908000e-01, 2.348857e-01, 2.246000e-01
1990, 47, 1.316333e-01, 2.722000e-01, 1.253833e-01, 3.303500e-01
1990, 48, 1.767857e-01, 1.367667e-01, 1.415857e-01, 2.165250e-01
1990, 49, 2.667833e-01, 1.098000e-01, 2.517000e-01, 8.860000e-02
1990, 50, 1.913857e-01, 1.213500e-01, 2.099857e-01, 2.616600e-01
1990, 51, 2.608571e-01, 2.931333e-01, 3.027286e-01, 2.668667e-01
1990, 52, 1.712667e-01, 3.025000e-01, 1.616222e-01, 2.772333e-01
1991, 1, 1.515000e-01, 1.465000e-01, 1.673143e-01, 1.404667e-01
1991, 2, 2.519000e-01, NaN, 1.376167e-01, 1.004667e-01
1991, 3, 2.599429e-01, NaN, 2.179000e-01, 2.935667e-01
1991, 4, 2.210286e-01, 3.313000e-01, 2.027571e-01, 3.093333e-01
1991, 5, 2.438571e-01, 9.170000e-02, 1.956000e-01, 2.464250e-01
1991, 6, 2.550429e-01, 3.801000e-01, 2.258000e-01, 2.285667e-01
1991, 7, 2.762429e-01, 7.120000e-02, 2.673429e-01, 2.211000e-01
1991, 8, 1.084333e-01, NaN, 1.194000e-01, 2.094000e-01
1991, 9, 1.375200e-01, 1.702000e-01, 1.914333e-01, 2.086000e-01
1991, 10, 2.476857e-01, 2.107500e-01, 2.163571e-01, 2.641000e-01
1991, 11, 2.132500e-01, NaN, 2.405429e-01, NaN
1991, 12, 1.470143e-01, 1.279000e-01, 1.593000e-01, 1.784000e-01
1991, 13, 2.478833e-01, 2.803500e-01, 2.473857e-01, 2.235750e-01
1991, 14, 2.605143e-01, 1.691000e-01, 2.219714e-01, 2.168250e-01
1991, 15, 1.845333e-01, 1.765000e-01, 1.773667e-01, 2.763000e-01
1991, 16, 1.635500e-01, 7.740000e-02, 2.061667e-01, 1.024000e-01
1991, 17, 1.883143e-01, NaN, 2.249429e-01, 1.884500e-01
1991, 18, 1.761714e-01, 2.091667e-01, 1.761714e-01, 1.605750e-01
1991, 19, 1.063857e-01, 1.159500e-01, 1.111857e-01, 1.801750e-01
1991, 20, 1.511500e-01, NaN, 9.640000e-02, 1.045500e-01
1991, 21, 9.711667e-02, 6.690000e-02, 1.356000e-01, 1.335667e-01
1991, 22, 2.143167e-01, 1.401000e-01, 2.571000e-01, 1.594667e-01
1991, 23, 1.196000e-01, 8.585000e-02, 1.659286e-01, 8.700000e-02
1991, 24, 1.734286e-01, 1.091000e-01, 1.739714e-01, 1.564667e-01
1991, 25, 1.301286e-01, 5.960000e-02, 1.306429e-01, 9.235000e-02
1991, 26, 1.851143e-01, 7.965000e-02, 1.582429e-01, 1.220000e-01
1991, 27, 2.015286e-01, NaN, 1.981571e-01, 1.779333e-01
1991, 28, 1.380500e-01, 9.690000e-02, 1.679167e-01, NaN
1991, 29, 9.982857e-02, NaN, 1.166429e-01, 7.733333e-02
1991, 30, 1.380333e-01, 8.010000e-02, 1.290667e-01, 8.050000e-03
1991, 31, 1.906429e-01, NaN, 1.593286e-01, NaN
1991, 32, 1.925857e-01, 7.315000e-02, 2.093571e-01, 1.124000e-01
1991, 33, 1.551000e-01, 5.930000e-02, 1.567000e-01, NaN
1991, 34, 1.285143e-01, 5.690000e-02, 1.437286e-01, 9.814000e-02
1991, 35, 2.250400e-01, 6.930000e-02, 1.864000e-01, 5.705000e-02
1991, 36, 1.398000e-01, 1.080500e-01, 1.624143e-01, 9.167500e-02
1991, 37, 1.120800e-01, 1.047500e-01, 1.446429e-01, 1.598333e-01
1991, 38, 1.685714e-01, 1.098000e-01, 1.688714e-01, 1.527333e-01
1991, 39, 1.714286e-01, 1.676000e-01, 2.181429e-01, 1.489000e-01
1991, 40, 1.770000e-01, 1.291000e-01, 1.955571e-01, 1.667200e-01
1991, 41, 1.450833e-01, 9.300000e-02, 1.681667e-01, 9.300000e-02
1991, 42, 1.090429e-01, 1.370000e-02, 1.070286e-01, 1.288600e-01
1991, 43, 1.808143e-01, 1.944000e-01, 1.998714e-01, 1.186000e-01
1991, 44, 1.255667e-01, 9.400000e-02, 1.213167e-01, 9.665000e-02
1991, 45, 1.121333e-01, 5.440000e-02, 1.193857e-01, 5.475000e-02
1991, 46, 1.949429e-01, 9.540000e-02, 1.980571e-01, 1.114000e-01
1991, 47, 1.387429e-01, 8.250000e-03, 1.796429e-01, 2.842500e-02
1991, 48, 1.796286e-01, 8.786667e-02, 1.661857e-01, 1.519000e-01
1991, 49, 1.336286e-01, 8.020000e-02, 1.344571e-01, 1.402500e-01
1991, 50, 2.224143e-01, -2.665000e-02, 2.289429e-01, 2.128000e-01
1991, 51, 1.144000e-01, NaN, 4.045714e-02, 4.613333e-02
1991, 52, 1.379333e-01, 1.235500e-01, 1.297556e-01, 1.237000e-01
1992, 1, 1.852833e-01, 1.251000e-01, 1.813667e-01, 1.578667e-01
1992, 2, 1.387143e-01, 1.008333e-01, 1.127857e-01, 7.357500e-02
1992, 3, 1.984571e-01, 2.224000e-01, 1.994143e-01, 2.299000e-01
1992, 4, 1.888429e-01, 1.225333e-01, 1.688714e-01, 1.310500e-01
1992, 5, 1.736714e-01, NaN, 1.919286e-01, 4.830000e-02
1992, 6, 1.117167e-01, 1.016000e-01, 1.879571e-01, 8.460000e-02
1992, 7, 1.957429e-01, NaN, 1.788571e-01, 1.305000e-01
1992, 8, 1.946143e-01, NaN, 2.030571e-01, 1.844667e-01
1992, 9, 1.652429e-01, 1.070500e-01, 1.630571e-01, 8.150000e-02
1992, 10, 1.910857e-01, NaN, 1.928571e-01, 1.821800e-01
1992, 11, 1.280000e-01, 8.685000e-02, 1.551000e-01, 9.015000e-02
1992, 12, 1.417714e-01, 5.305000e-02, 1.345143e-01, 8.405000e-02
1992, 13, 1.348429e-01, NaN, 1.068000e-01, NaN
1992, 14, 1.930667e-01, 9.995000e-02, 1.769000e-01, 7.765000e-02
1992, 15, 1.224714e-01, 1.039000e-01, 1.243857e-01, 1.315000e-01
1992, 16, 1.590286e-01, 7.515000e-02, 1.729857e-01, 9.743333e-02
1992, 17, 1.514143e-01, 9.220000e-02, 1.548286e-01, 1.137000e-01
1992, 18, 7.031429e-02, 1.250000e-02, 8.944286e-02, 6.350000e-02
1992, 19, 1.823286e-01, 1.087500e-01, 2.073571e-01, 2.169000e-01
1992, 20, 1.420667e-01, 1.018750e-01, 1.259000e-01, -8.800000e-03
1992, 21, 6.238333e-02, 1.024000e-01, 5.740000e-02, 6.860000e-02
1992, 22, 2.191571e-01, 1.215000e-01, 2.130143e-01, NaN
1992, 23, 1.100857e-01, 1.216500e-01, 1.022286e-01, 1.399500e-01
1992, 24, 1.023714e-01, 8.395000e-02, 1.117714e-01, 8.560000e-02
1992, 25, 1.811571e-01, 1.044500e-01, 1.920857e-01, 1.531500e-01
1992, 26, 1.393800e-01, 1.302000e-01, 1.147500e-01, 1.302000e-01
1992, 27, 1.693286e-01, 1.194000e-01, 1.684714e-01, 1.439000e-01
1992, 28, 1.468571e-01, NaN, 1.530714e-01, 1.920000e-01
1992, 29, 1.421400e-01, 1.120000e-01, 1.825333e-01, 1.255000e-01
1992, 30, 1.371286e-01, -1.396000e-01, 1.288714e-01, 5.918000e-02
1992, 31, 1.337714e-01, 5.390000e-02, 1.499143e-01, 1.261333e-01
1992, 32, 1.500429e-01, 1.526750e-01, 1.450571e-01, 1.732750e-01
1992, 33, 2.150571e-01, 1.639500e-01, 2.192714e-01, 1.266500e-01
1992, 34, 1.855857e-01, 1.146000e-01, 1.925714e-01, 1.368000e-01
1992, 35, 1.799429e-01, 8.750000e-02, 2.217571e-01, 8.170000e-02
1992, 36, 1.240143e-01, NaN, 1.256571e-01, 2.175000e-01
1992, 37, 2.357429e-01, 1.239750e-01, 2.148286e-01, 1.768000e-01
1992, 38, 1.775714e-01, 5.190000e-02, 1.588143e-01, 7.226667e-02
1992, 39, 1.984000e-01, 1.435000e-01, 2.122714e-01, 1.435000e-01
1992, 40, 1.581333e-01, 1.972000e-01, 9.435000e-02, 1.271500e-01
1992, 41, 1.771857e-01, 1.372250e-01, 1.911000e-01, 1.074500e-01
1992, 42, 1.945857e-01, 3.371000e-01, 1.832286e-01, 1.979000e-01
1992, 43, 1.042167e-01, -1.560000e-02, 1.129833e-01, 3.120000e-02
1992, 44, 1.156000e-01, 1.242000e-01, 1.124286e-01, 1.254000e-01
1992, 45, 2.244429e-01, 8.660000e-02, 2.498571e-01, 1.209667e-01
1992, 46, 8.945000e-02, 1.180000e-01, 6.680000e-02, 1.422000e-01
1992, 47, 1.343714e-01, 7.640000e-02, 6.401429e-02, 5.613333e-02
1992, 48, 1.617143e-01, 9.710000e-02, 1.198286e-01, 1.026333e-01
1992, 49, 1.750667e-01, 1.083000e-01, 1.527500e-01, 7.412500e-02
1992, 50, 1.981571e-01, 5.470000e-02, 2.159667e-01, 1.099000e-01
1992, 51, 1.923429e-01, NaN, 1.941286e-01, 6.642500e-02
1992, 52, 8.690000e-02, -1.008000e-02, 7.331250e-02, 6.821667e-02
1993, 1, 7.865714e-02, 2.835000e-02, 4.645714e-02, 4.366667e-02
1993, 2, 1.318857e-01, 3.006667e-02, 1.092000e-01, 3.785000e-02
1993, 3, 2.260571e-01, NaN, 2.200286e-01, 1.134500e-01
1993, 4, 1.303667e-01, 6.613333e-02, 1.473833e-01, 5.705000e-02
1993, 5, 9.238571e-02, 4.742500e-02, 9.468571e-02, 2.253333e-02
1993, 6, 2.020857e-01, 2.738000e-01, 2.047857e-01, 5.580000e-02
1993, 7, 2.375143e-01, 1.108667e-01, 2.274143e-01, 1.733750e-01
1993, 8, 2.699286e-01, NaN, 2.615857e-01, 1.339000e-01
1993, 9, 1.584833e-01, 1.744667e-01, 1.399167e-01, 1.338000e-01
1993, 10, 2.035714e-01, 9.403333e-02, 2.538286e-01, 2.140000e-01
1993, 11, 1.725333e-01, -4.110000e-02, 1.717714e-01, -4.360000e-02
1993, 12, 1.850143e-01, 3.225000e-02, 2.041857e-01, 1.031500e-01
1993, 13, 1.404714e-01, 1.194000e-01, 1.174286e-01, 8.853333e-02
1993, 14, 1.903667e-01, NaN, 2.082143e-01, 4.230000e-02
1993, 15, 6.800000e-02, -1.580000e-02, 8.340000e-02, 1.885000e-02
1993, 16, 1.334571e-01, 8.280000e-02, 1.317000e-01, 7.880000e-02
1993, 17, 1.315167e-01, NaN, 1.252286e-01, 9.256667e-02
1993, 18, 1.547429e-01, 7.965000e-02, 1.291571e-01, 6.415000e-02
1993, 19, 1.074857e-01, 7.305000e-02, 1.070286e-01, 5.200000e-02
1993, 20, 1.792000e-01, 1.769000e-01, 1.866833e-01, 9.010000e-02
1993, 21, 5.147143e-02, 1.645000e-02, 6.440000e-02, 1.048500e-01
1993, 22, 1.981857e-01, 3.050000e-03, 1.761000e-01, 5.060000e-02
1993, 23, 1.537714e-01, 1.206000e-01, 1.484857e-01, NaN
1993, 24, 2.209429e-01, NaN, 2.193714e-01, 7.850000e-02
1993, 25, 1.681714e-01, 3.740000e-02, 1.343571e-01, 1.399667e-01
1993, 26, 2.154143e-01, 1.237667e-01, 2.187714e-01, 1.522000e-01
1993, 27, 1.463429e-01, 6.890000e-02, 1.590429e-01, 9.593333e-02
1993, 28, 1.833571e-01, 3.750000e-02, 2.203714e-01, 9.203333e-02
1993, 29, 1.665857e-01, 1.204000e-01, 1.923714e-01, 1.826000e-01
1993, 30, 1.225500e-01, 8.285000e-02, 1.236000e-01, 1.060800e-01
1993, 31, 2.467667e-01, NaN, 2.581143e-01, 1.488000e-01
1993, 32, 2.187000e-01, 1.016000e-01, 1.692571e-01, 1.401000e-01
1993, 33, 1.970714e-01, 9.690000e-02, 1.632857e-01, 4.966667e-02
1993, 34, 2.105714e-01, 1.088500e-01, 2.159143e-01, 2.492500e-01
1993, 35, 1.638571e-01, 9.790000e-02, 1.509143e-01, 1.581000e-01
1993, 36, 5.960000e-02, 1.121000e-01, 5.133333e-02, 6.880000e-02
1993, 37, 2.044429e-01, 1.199000e-01, 1.865857e-01, 9.710000e-02
1993, 38, 1.392833e-01, 5.400000e-03, 1.168857e-01, 6.352500e-02
1993, 39, 7.260000e-02, 3.400000e-02, 9.423333e-02, 5.170000e-02
1993, 40, 1.886286e-01, 1.213000e-01, 1.652714e-01, 7.050000e-02
1993, 41, 2.051500e-01, 1.317000e-01, 1.731857e-01, 6.450000e-02
1993, 42, 1.347000e-01, 1.290000e-02, 1.496857e-01, NaN
1993, 43, 2.702000e-01, 1.170000e-01, 1.092667e-01, 1.143000e-01
1993, 44, 1.776167e-01, NaN, 1.569000e-01, 1.406667e-01
1993, 45, 8.248333e-02, -1.589000e-01, 1.696000e-01, 4.930000e-02
1993, 46, 1.753500e-01, 1.731500e-01, 1.117429e-01, 1.382500e-02
1993, 47, 2.600571e-01, 1.071000e-01, 2.705857e-01, 1.818000e-01
1993, 48, 1.273400e-01, 3.572667e-01, 8.941429e-02, -9.500000e-03
1993, 49, 1.632333e-01, NaN, 8.283333e-02, NaN
1993, 50, 1.682857e-01, -2.902000e-01, 8.000000e-02, -6.766667e-02
1993, 51, 1.181143e-01, -2.370000e-02, 7.024286e-02, -2.115000e-02
1993, 52, 2.085000e-01, 8.590000e-02, 1.693778e-01, 5.000000e-02
1994, 1, 9.498571e-02, -1.209000e-01, 1.785143e-01, 1.930000e-02
1994, 2, 2.542500e-01, 1.435000e-01, 2.144500e-01, 9.740000e-02
1994, 3, 1.510000e-01, 7.410000e-02, 1.407143e-01, 1.664333e-01
1994, 4, 1.635571e-01, 9.120000e-02, 1.985143e-01, -1.162667e-01
1994, 5, 2.200571e-01, 2.588000e-01, 2.156000e-01, 2.112000e-01
1994, 6, 7.680000e-02, 8.820000e-02, 6.917500e-02, 1.170000e-01
1994, 7, 2.473857e-01, 3.633000e-01, 2.834143e-01, 2.418500e-01
1994, 8, 1.377571e-01, NaN, 7.407143e-02, 9.243333e-02
1994, 9, 1.741500e-01, NaN, 1.530833e-01, 1.446000e-01
1994, 10, 8.821429e-02, 1.125000e-01, 1.224143e-01, 1.038000e-01
1994, 11, 1.946833e-01, 1.468000e-01, 1.405500e-01, -4.815000e-02
1994, 12, 1.528167e-01, 4.120000e-02, 1.368429e-01, 1.005833e-01
1994, 13, 1.270429e-01, 9.780000e-02, 1.195286e-01, 1.597500e-01
1994, 14, 1.369286e-01, 1.080000e-01, 1.190286e-01, 5.093333e-02
1994, 15, 1.874286e-01, 1.643500e-01, 1.552429e-01, 1.332500e-01
1994, 16, 1.528286e-01, NaN, 1.754571e-01, NaN
1994, 17, 9.804286e-02, 8.050000e-02, 9.371667e-02, 2.510000e-02
1994, 18, 1.644143e-01, 6.520000e-02, 1.321429e-01, 8.175000e-02
1994, 19, 1.165143e-01, 1.111000e-01, 1.063143e-01, 9.740000e-02
1994, 20, 1.722429e-01, 7.420000e-02, 1.608286e-01, 1.770000e-02
1994, 21, 2.084714e-01, 1.178000e-01, 2.084857e-01, 1.097500e-01
1994, 22, 2.008429e-01, 1.097000e-01, 1.616143e-01, 1.407000e-01
1994, 23, 6.161429e-02, 8.005000e-02, 5.854286e-02, 6.905000e-02
1994, 24, 1.592833e-01, -2.860000e-02, 2.158429e-01, NaN
1994, 25, 1.387429e-01, -3.230000e-02, 1.391143e-01, 4.215000e-02
1994, 26, 1.234167e-01, 1.252667e-01, 1.551857e-01, 1.176500e-01
1994, 27, 2.170000e-01, 1.232500e-01, 1.133429e-01, 2.155667e-01
